timestamp_ns,price,size,aggressor
1760000030110011065,21402.75,7,S
1760000030151416751,21402.75,3,S
1760000030281274893,21402.75,6,B
1760000030316055818,21402.75,5,B
1760000030433098277,21403.00,7,B
1760000031062387559,21402.75,6,S
1760000031134354340,21402.50,2,S
1760000031323183124,21402.75,5,B
1760000031371448155,21402.75,6,S
1760000031417971797,21402.75,4,S
1760000031741168036,21403.00,8,B
1760000031985978275,21402.75,7,S
1760000032104388967,21402.50,2,S
1760000032164544756,21402.50,8,B
1760000032207227722,21402.50,4,B
1760000032331640941,21402.50,2,S
1760000032488694240,21402.50,7,B
1760000032573622285,21402.50,3,B
1760000032624398647,21402.50,7,S
1760000032797751137,21402.50,7,S
1760000032811486103,21402.50,6,S
1760000032957493817,21402.50,6,S
1760000032993752275,21402.50,4,B
1760000033288414371,21402.75,7,B
1760000033301786975,21402.75,10,B
1760000033320255719,21402.75,7,S
1760000033505107754,21402.75,1,S
1760000033509760516,21402.75,8,S
1760000033611645809,21402.75,8,S
1760000033925491059,21402.50,6,S
1760000033931669348,21402.50,4,S
1760000034024977505,21402.50,5,S
1760000034167966607,21402.25,5,S
1760000034181036937,21402.25,8,B
1760000034209574781,21402.00,7,S
1760000034337275174,21402.00,6,S
1760000034339620084,21402.00,3,S
1760000034427169545,21402.00,6,S
1760000034504105597,21402.00,8,S
1760000034549641164,21402.00,7,B
1760000034583693445,21402.00,7,B
1760000034758168430,21402.25,5,B
1760000034839774932,21402.50,9,B
1760000034891088943,21402.50,8,S
1760000034907216286,21402.25,7,S
1760000034924949932,21402.25,9,B
1760000034992254324,21402.25,3,S
1760000035032487266,21402.25,5,B
1760000035096844944,21402.25,9,S
1760000035122662867,21402.25,5,S
1760000035295069935,21402.25,2,B
1760000035296981833,21402.25,8,S
1760000035503195219,21402.00,6,S
1760000035526431525,21402.00,5,S
1760000035769614564,21402.00,7,B
1760000035835814325,21402.00,5,B
1760000035957858743,21402.00,6,S
1760000036040067676,21402.00,8,B
1760000036266174054,21402.00,4,B
1760000036270471745,21402.00,5,S
1760000036293044936,21402.00,4,S
1760000036304611455,21402.00,7,B
1760000036331116997,21402.00,4,B
1760000036445433617,21401.75,7,S
1760000036550569860,21401.50,8,S
1760000036556668354,21401.50,2,B
1760000036610777077,21401.50,4,S
1760000036765875409,21401.25,1,S
1760000036801313483,21401.25,5,S
1760000036861891068,21401.00,8,S
1760000036893751541,21401.00,9,S
1760000036923493121,21401.00,3,S
1760000037017899019,21401.00,8,S
1760000037057637800,21401.00,2,S
1760000037087854485,21401.00,5,B
1760000037175192159,21401.25,4,B
1760000037211836747,21401.25,8,B
1760000037224326850,21401.00,5,S
1760000037240954220,21401.00,9,S
1760000037320635025,21400.75,7,S
1760000037461178483,21400.50,8,S
1760000037582839085,21400.50,6,B
1760000037667866371,21400.50,8,B
1760000037680223349,21400.50,4,B
1760000037694373294,21400.50,8,B
1760000037806081795,21400.75,6,B
1760000037813665152,21400.75,5,B
1760000038086362157,21400.75,7,B
1760000038469559964,21400.75,7,S
1760000038673290385,21400.75,6,S
1760000038779287473,21401.00,8,B
1760000038854543766,21401.25,6,B
1760000038966476256,21401.25,3,B
1760000039028210730,21401.25,6,S
1760000039082552602,21401.25,2,S
1760000039105630065,21401.25,2,S
1760000039240545754,21401.50,2,B
1760000039255643809,21401.50,9,S
1760000039403721112,21401.25,7,S
1760000039477379007,21401.25,7,B
1760000039590932610,21401.50,8,B
1760000039702206528,21401.75,5,B
1760000039842618191,21401.75,8,B
1760000039858207782,21401.75,6,B
1760000039907378578,21401.75,4,B
1760000040095197533,21402.00,9,B
1760000040099232614,21402.00,10,B
1760000040210539398,21402.00,2,S
1760000040487255368,21401.75,5,S
1760000040606205269,21401.75,6,B
1760000040668988127,21401.75,7,S
1760000040883385666,21401.75,4,S
1760000040929701167,21401.75,7,B
1760000040945474526,21401.75,3,S
1760000040985502179,21401.75,8,B
1760000041091809697,21401.75,7,S
1760000041110230068,21401.50,8,S
1760000041130570016,21401.50,6,S
1760000041135543089,21401.75,2,B
1760000041258359245,21401.75,8,B
1760000041366029945,21401.75,4,B
1760000041367716706,21401.75,5,B
1760000041379035416,21402.00,6,B
1760000041453786458,21402.00,7,B
1760000041537027885,21401.75,6,S
1760000042015873570,21401.75,4,B
1760000042117139438,21401.50,9,S
1760000042270561496,21401.50,2,B
1760000042294313265,21401.50,6,S
1760000042299081350,21401.50,2,S
1760000042563260362,21401.50,6,B
1760000042702795677,21401.75,6,B
1760000042882765100,21401.75,6,B
1760000043023663796,21401.75,3,S
1760000043033943043,21402.00,9,B
1760000043343738143,21402.25,7,B
1760000043369633144,21402.25,7,B
1760000043457791916,21402.50,1,B
1760000043488985572,21402.50,7,B
1760000043538353253,21402.50,3,S
1760000043552568038,21402.50,9,B
1760000043605000365,21402.50,6,B
1760000043606242105,21402.50,6,B
1760000043691096069,21402.50,5,B
1760000043697631784,21402.50,4,B
1760000043742436417,21402.50,4,B
1760000043756995603,21402.50,8,B
1760000043919998684,21402.50,6,S
1760000043955728382,21402.50,6,B
1760000043975285753,21402.50,6,S
1760000044014721393,21402.50,3,B
1760000044283644953,21402.50,6,B
1760000044345564431,21402.50,8,S
1760000044352731076,21402.25,4,S
1760000044381857483,21402.25,4,B
1760000044441471640,21402.25,8,B
1760000044445217444,21402.25,9,S
1760000044546878389,21402.25,5,S
1760000044629711021,21402.25,6,S
1760000044640909770,21402.25,6,S
1760000044699928865,21402.25,10,B
1760000044769336783,21402.25,1,B
1760000044947310631,21402.25,6,S
1760000045100683396,21402.25,6,B
1760000045107637092,21402.25,3,B
1760000045212040957,21402.00,6,S
1760000045229492454,21402.00,5,B
1760000045328852924,21402.00,5,B
1760000045418551541,21402.00,4,B
1760000045558115529,21402.00,4,B
1760000045597565808,21402.25,8,B
1760000045935459703,21402.50,6,B
1760000046031526472,21402.50,7,S
1760000046120727357,21402.75,8,B
1760000046135967742,21402.75,8,B
1760000046190965765,21402.75,6,S
1760000046209221787,21403.00,8,B
1760000046214731974,21403.00,9,B
1760000046320595130,21403.00,7,B
1760000046338897729,21403.25,6,B
1760000046372959655,21403.25,8,S
1760000046444459265,21403.25,5,B
1760000046587172622,21403.50,4,B
1760000046720348959,21403.25,5,S
1760000046918543880,21403.25,2,B
1760000046942100693,21403.25,5,S
1760000047037851349,21403.25,5,S
1760000047081055178,21403.25,7,B
1760000047112162950,21403.25,2,S
1760000047441232348,21403.25,7,S
1760000047642282716,21403.25,7,B
1760000047692156078,21403.25,6,S
1760000047850435010,21403.25,8,S
1760000048125848792,21403.50,6,B
1760000048483942072,21403.50,5,S
1760000048534644669,21403.50,5,B
1760000048613899559,21403.50,8,B
1760000048757554809,21403.25,5,S
1760000048818530704,21403.25,7,S
1760000048854465055,21403.25,3,B
1760000048963681014,21403.00,8,S
1760000049083892259,21402.75,4,S
1760000049098129270,21402.75,1,B
1760000049217069586,21403.00,2,B
1760000049265369546,21402.75,5,S
1760000049478223478,21402.50,2,S
1760000049553833939,21402.50,6,B
1760000049682002882,21402.50,2,B
1760000049908911092,21402.75,6,B
1760000050239269289,21403.00,9,B
1760000050330900330,21403.00,6,B
1760000050539508434,21403.00,2,B
1760000050607805888,21403.00,5,B
1760000050682944236,21402.75,8,S
1760000050728422240,21402.75,1,S
1760000050816941062,21402.75,8,S
1760000050850696637,21402.75,9,S
1760000050902159491,21403.00,5,B
1760000051155895164,21402.75,6,S
1760000051244189746,21402.75,9,S
1760000051550865274,21403.00,4,B
1760000051611263924,21403.00,1,S
1760000051734330039,21402.75,7,S
1760000051807150050,21402.75,8,B
1760000052024670221,21402.50,6,S
1760000052098873341,21402.50,7,S
1760000052104576854,21402.25,4,S
1760000052253002399,21402.25,1,B
1760000052448681620,21402.50,6,B
1760000052701538068,21402.50,5,B
1760000052740369670,21402.50,3,B
1760000052825124518,21402.75,5,B
1760000053133208681,21402.75,5,B
1760000053172854400,21402.75,8,B
1760000053270330510,21402.75,5,B
1760000053402180377,21402.75,2,B
1760000053480169735,21402.75,3,S
1760000053480316047,21402.50,6,S
1760000053534757019,21402.50,7,S
1760000053567583161,21402.50,6,S
1760000053934705939,21402.75,7,B
1760000054106165169,21402.75,4,B
1760000054136409679,21402.75,5,B
1760000054196696069,21402.75,2,B
1760000054207862744,21402.75,5,B
1760000054252224226,21402.75,2,B
1760000054417040492,21402.75,5,B
1760000054441250297,21402.75,8,S
1760000054446269227,21402.75,2,B
1760000054750126121,21403.00,2,B
1760000054763074738,21403.00,3,B
1760000054785155995,21402.75,7,S
1760000055034565164,21402.75,7,B
1760000055093161635,21402.75,4,S
1760000055098358114,21402.75,7,S
1760000055101350678,21403.00,6,B
1760000055316271692,21403.00,7,B
1760000055351242358,21403.25,5,B
1760000055373488962,21403.25,5,S
1760000055828213207,21403.25,9,B
1760000055867015678,21403.50,6,B
1760000055869989817,21403.50,7,S
1760000056653841542,21403.25,4,S
1760000056730131912,21403.25,8,S
1760000056773952124,21403.25,3,S
1760000056863728347,21403.00,7,S
1760000056946649436,21403.25,8,B
1760000056983618663,21403.50,8,B
1760000056983687037,21403.25,4,S
1760000057109895840,21403.50,10,B
1760000057359057730,21403.50,3,S
1760000057405832872,21403.50,3,B
1760000057537641141,21403.50,9,B
1760000057575808684,21403.50,4,S
1760000057685329993,21403.50,4,S
1760000057704896000,21403.50,5,B
1760000057724995290,21403.50,6,B
1760000057827062345,21403.75,5,B
1760000057845441099,21403.50,6,S
1760000057846587204,21403.50,1,B
1760000057895352995,21403.50,7,S
1760000058108865892,21403.50,10,S
1760000058250848336,21403.50,3,B
1760000058252876567,21403.50,7,B
1760000058260672983,21403.50,7,S
1760000058682501310,21403.50,8,B
1760000058699592454,21403.75,5,B
1760000058819059642,21404.00,2,B
1760000058824150605,21404.00,2,B
1760000058868908919,21404.00,2,S
1760000058871516184,21404.25,4,B
1760000059057158192,21404.25,6,B
1760000059135712081,21404.25,4,B
1760000059194730584,21404.50,2,B
1760000059334258098,21404.25,7,S
1760000059387699370,21404.25,8,B
1760000059724749810,21404.25,6,S
1760000059789426236,21404.25,9,S
1760000059902602269,21404.50,5,B
1760000060200315862,21404.75,6,B
1760000060257478442,21404.75,7,S
1760000060296007857,21404.75,7,B
1760000060490236456,21404.75,6,B
1760000060587802833,21405.00,9,B
1760000060729840656,21405.00,5,S
1760000060883899789,21404.75,8,S
1760000060977794882,21405.00,6,B
1760000061071611525,21405.00,2,S
1760000061208555179,21405.00,3,S
1760000061378593203,21405.00,2,B
1760000061393024768,21405.00,5,S
1760000061523514424,21405.00,9,B
1760000061589768527,21405.00,5,B
1760000061746545543,21405.00,9,B
1760000061749483086,21405.00,2,B
1760000061752846112,21405.00,8,B
1760000061803420349,21405.00,4,S
1760000061870517193,21405.00,4,B
1760000062052319594,21405.00,3,B
1760000062055103024,21404.75,7,S
1760000062080606707,21404.75,5,B
1760000062280581007,21405.00,6,B
1760000062441958140,21405.00,8,B
1760000062783157011,21405.00,4,B
1760000062846023756,21405.00,8,S
1760000062856817039,21405.00,9,S
1760000062890039928,21405.00,5,S
1760000062992370397,21405.00,4,S
1760000063008613973,21405.00,8,S
1760000063116651039,21405.00,6,S
1760000063168503037,21405.00,6,S
1760000063210535593,21405.00,7,S
1760000063246230924,21405.00,6,B
1760000063281014346,21405.00,7,S
1760000063510864847,21404.75,7,S
1760000063715994761,21404.75,4,B
1760000063779583879,21404.75,5,S
1760000063843491394,21404.75,4,S
1760000064048168809,21404.75,6,B
1760000064483934212,21404.75,2,B
1760000064550795445,21404.50,1,S
1760000064610953158,21404.25,2,S
1760000064706269311,21404.25,7,S
1760000064706737319,21404.25,6,S
1760000064708545176,21404.25,7,B
1760000064918090184,21404.25,1,B
1760000064953501187,21404.25,9,B
1760000064994725261,21404.25,4,B
1760000065012743667,21404.25,2,S
1760000065038145365,21404.25,3,B
1760000065162316325,21404.25,7,S
1760000065259903091,21404.25,6,B
1760000065272209141,21404.50,6,B
1760000065393231107,21404.50,6,B
1760000065466692470,21404.50,4,S
1760000065538351409,21404.50,6,S
1760000065688840695,21404.50,8,S
1760000065741562661,21404.50,6,S
1760000065768285956,21404.75,5,B
1760000065878856273,21404.75,3,B
1760000065982233377,21404.75,6,B
1760000065987371149,21404.75,6,S
1760000066121518621,21404.75,1,B
1760000066312572061,21404.75,7,B
1760000066523336031,21404.75,2,B
1760000066574548264,21404.75,9,B
1760000066791812679,21405.00,2,B
1760000066802762152,21405.00,8,B
1760000066953795779,21405.00,5,S
1760000067206867368,21405.25,3,B
1760000067328799087,21405.25,10,S
1760000067412042823,21405.25,5,B
1760000067468755600,21405.25,5,S
1760000067651411204,21405.25,6,B
1760000067840356533,21405.25,4,S
1760000067879016033,21405.25,7,B
1760000068048899413,21405.25,8,B
1760000068058113120,21405.25,1,S
1760000068109770609,21405.25,5,B
1760000068439918254,21405.25,6,B
1760000068485070595,21405.50,6,B
1760000068567202940,21405.50,1,S
1760000068709631623,21405.50,7,B
1760000068783442958,21405.75,4,B
1760000068812784716,21406.00,5,B
1760000068873857786,21406.00,5,B
1760000069021762444,21406.00,6,B
1760000069353783435,21406.00,8,S
1760000069611974816,21406.00,6,S
1760000069743091525,21406.00,8,S
1760000069797334291,21406.00,4,S
1760000069848062482,21405.75,10,S
1760000070065602108,21405.75,7,B
1760000070190037972,21405.75,8,B
1760000070232394808,21405.75,6,S
1760000070310590785,21405.75,9,S
1760000070596490277,21405.75,7,S
1760000070806436120,21405.75,6,B
1760000070812263117,21405.75,8,B
1760000070841106154,21405.75,3,B
1760000071009321111,21405.75,6,B
1760000071144960784,21405.75,8,S
1760000071254172200,21405.75,7,S
1760000071259702564,21405.75,5,S
1760000071502162445,21405.75,9,S
1760000071636275439,21405.75,2,B
1760000071964550893,21405.50,4,S
1760000071997278077,21405.25,9,S
1760000072274528071,21405.25,5,B
1760000072423100190,21405.25,7,B
1760000072430667503,21405.25,6,S
1760000072437728686,21405.00,3,S
1760000072546595222,21405.25,9,B
1760000072611003726,21405.00,6,S
1760000072638493195,21405.00,2,S
1760000072753237119,21405.00,10,S
1760000072786481216,21405.00,7,S
1760000072948843388,21404.75,5,S
1760000073244902722,21404.75,9,B
1760000073245638481,21404.75,4,S
1760000073268652726,21404.75,9,S
1760000073438345493,21404.75,1,B
1760000073445952425,21405.00,5,B
1760000073618335961,21405.00,3,B
1760000073667683966,21405.25,5,B
1760000073808726524,21405.25,3,B
1760000073963322096,21405.50,7,B
1760000074013593501,21405.25,8,S
1760000074048546195,21405.00,3,S
1760000074129183201,21405.00,9,B
1760000074422890657,21405.00,4,B
1760000074476104861,21405.25,4,B
1760000074488278983,21405.25,5,S
1760000074550132169,21405.50,8,B
1760000074852833633,21405.50,2,B
1760000074886400090,21405.50,8,S
1760000074974147950,21405.50,6,S
1760000074992617128,21405.50,5,S
1760000075007039487,21405.50,7,S
1760000075051471766,21405.50,4,B
1760000075273385391,21405.50,6,B
1760000075281224794,21405.50,8,B
1760000075305147094,21405.75,8,B
1760000075411252199,21405.75,4,S
1760000075473745207,21405.75,5,B
1760000075582417084,21405.50,6,S
1760000075641515943,21405.50,7,B
1760000075773194443,21405.25,5,S
1760000075799854192,21405.25,6,S
1760000075863280572,21405.25,10,S
1760000076040268916,21405.00,9,S
1760000076059366787,21405.00,7,S
1760000076106579982,21405.00,5,S
1760000076173300944,21404.75,3,S
1760000076181323108,21404.50,3,S
1760000076226299758,21404.50,4,B
1760000076338763386,21404.50,4,S
1760000076366691176,21404.50,6,B
1760000076372444767,21404.75,8,B
1760000076720610768,21404.75,2,S
1760000076780249730,21404.75,3,S
1760000076957659511,21404.50,7,S
1760000076976018352,21404.50,9,S
1760000076983151079,21404.50,10,B
1760000077037588461,21404.75,8,B
1760000077129170995,21404.50,6,S
1760000077206668774,21404.50,8,B
1760000077261259496,21404.50,7,B
1760000077304417484,21404.50,5,S
1760000077359841157,21404.25,9,S
1760000077412375322,21404.25,5,B
1760000077486302944,21404.25,6,B
1760000077497573153,21404.25,7,B
1760000077552661824,21404.25,8,S
1760000077705811604,21404.25,8,S
1760000077735084771,21404.25,6,S
1760000077761191552,21404.25,2,S
1760000077832189059,21404.25,2,S
1760000077881471862,21404.25,5,S
1760000078141654282,21404.50,6,B
1760000078190158052,21404.50,7,S
1760000078314500762,21404.50,4,S
1760000078337028751,21404.50,4,S
1760000078340447464,21404.75,3,B
1760000078367793384,21405.00,6,B
1760000078411354016,21405.00,1,S
1760000078491114306,21405.00,7,S
1760000078533804903,21405.00,8,S
1760000078534271134,21405.00,5,B
1760000078604221703,21404.75,9,S
1760000078633008778,21404.75,5,S
1760000078774673119,21404.75,4,S
1760000078787033297,21404.75,7,B
1760000078907823382,21404.75,4,B
1760000078941691391,21404.75,3,S
1760000079022558756,21404.75,7,B
1760000079137477964,21404.75,3,S
1760000079270442552,21405.00,7,B
1760000079287402306,21405.00,8,B
1760000079288066878,21405.00,6,S
1760000079516464020,21405.00,6,S
1760000079536659956,21405.00,2,S
1760000079611258954,21405.00,5,S
1760000079653921031,21404.75,8,S
1760000079691849796,21404.75,8,B
1760000079702468974,21405.00,6,B
1760000080020739800,21405.25,5,B
1760000080075056251,21405.25,6,S
1760000080462685415,21405.25,4,S
1760000080543729960,21405.25,4,S
1760000080563162161,21405.25,9,S
1760000080690659047,21405.25,4,S
1760000080807952717,21405.25,9,B
1760000080818078709,21405.25,5,B
1760000080820082179,21405.25,6,B
1760000080906085923,21405.00,8,S
1760000080977511673,21405.00,4,S
1760000081072616397,21405.00,6,S
1760000081172386383,21405.00,1,S
1760000081190060040,21405.25,6,B
1760000081408710886,21405.25,9,S
1760000081745465968,21405.25,8,B
1760000081866095829,21405.50,1,B
1760000081872687633,21405.50,1,B
1760000081903130080,21405.50,6,B
1760000081929182950,21405.50,2,B
1760000081932761730,21405.50,7,S
1760000082301575885,21405.50,6,S
1760000082390938568,21405.50,8,S
1760000082465058889,21405.50,4,B
1760000082501856775,21405.25,1,S
1760000082575946974,21405.25,7,B
1760000082611558844,21405.25,6,S
1760000082770899251,21405.25,3,S
1760000082896404103,21405.25,4,S
1760000082904656403,21405.25,5,S
1760000083009198739,21405.00,2,S
1760000083029337824,21404.75,8,S
1760000083050137391,21405.00,5,B
1760000083070709217,21405.00,2,S
1760000083087041577,21405.00,6,S
1760000083706691197,21405.00,2,B
1760000083737684453,21405.00,3,S
1760000083963731866,21405.00,5,B
1760000084111233641,21405.00,2,S
1760000084173006937,21405.00,5,S
1760000084190277108,21405.00,9,S
1760000084203304096,21404.75,2,S
1760000084230218374,21404.50,7,S
1760000084242961900,21404.50,9,B
1760000084333648500,21404.25,5,S
1760000084343233704,21404.25,3,S
